id,text,language,emotion,stress_level,stress_score
27247,હું આજે ખુબ એકલો અનુભવું છું #7246,Gujarati,neutral,medium,4
27248,હું આજે ખુબ એકલો અનુભવું છું #7247,Gujarati,anger,low,3
27249,હું મારા કામથી નિરાશ છું #7248,Gujarati,fear,low,1
27250,મને ખુબ તણાવ લાગે છે #7249,Gujarati,fear,medium,5
27251,હું આજે ખુબ શાંત અનુભવું છું #7250,Gujarati,neutral,medium,5
27252,મને આજે ખુબ શાંતિ લાગે છે #7251,Gujarati,fear,low,1
27253,મને મારા પરીક્ષાની ચિંતા છે #7252,Gujarati,stress,high,7
27254,મને આજે ખુબ શાંતિ લાગે છે #7253,Gujarati,sadness,low,1
27255,મને ખુબ દબાણ લાગે છે #7254,Gujarati,anger,high,7
27256,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7255,Gujarati,anger,medium,5
27257,મને ખુબ તણાવ લાગે છે #7256,Gujarati,anger,high,7
27258,હું આજે ખુબ એકલો અનુભવું છું #7257,Gujarati,sadness,high,10
27259,હું આવતીકાલ માટે ઉત્સાહિત છું #7258,Gujarati,sadness,high,8
27260,મને મારા ભવિષ્યની ચિંતા છે #7259,Gujarati,neutral,high,8
27261,મને મારા પરીક્ષાની ચિંતા છે #7260,Gujarati,surprise,medium,5
27262,હું મારા કામથી નિરાશ છું #7261,Gujarati,sadness,high,10
27263,હું મારા કામથી નિરાશ છું #7262,Gujarati,sadness,high,8
27264,હું આજે ખુબ શાંત અનુભવું છું #7263,Gujarati,anger,high,7
27265,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7264,Gujarati,sadness,high,8
27266,મને ખુબ દબાણ લાગે છે #7265,Gujarati,anger,low,1
27267,મને મારા ભવિષ્યની ચિંતા છે #7266,Gujarati,anger,low,3
27268,મને ખુબ ગુસ્સો આવે છે #7267,Gujarati,fear,low,0
27269,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7268,Gujarati,sadness,low,3
27270,હું આવતીકાલ માટે ઉત્સાહિત છું #7269,Gujarati,anger,medium,5
27271,મને આજે ખુબ શાંતિ લાગે છે #7270,Gujarati,neutral,high,10
27272,મને મારા પરીક્ષાની ચિંતા છે #7271,Gujarati,anger,high,8
27273,હું મારા કામથી નિરાશ છું #7272,Gujarati,sadness,low,1
27274,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7273,Gujarati,neutral,high,8
27275,હું આજે ખુબ એકલો અનુભવું છું #7274,Gujarati,stress,high,9
27276,મને ખુબ તણાવ લાગે છે #7275,Gujarati,fear,high,8
27277,મને આજે ખુબ ખુશી થાય છે #7276,Gujarati,joy,high,7
27278,મને આજે ખુબ શાંતિ લાગે છે #7277,Gujarati,sadness,low,1
27279,મને ખુબ ગુસ્સો આવે છે #7278,Gujarati,sadness,medium,4
27280,મને મારા ભવિષ્યની ચિંતા છે #7279,Gujarati,fear,low,0
27281,મને ખુબ ગુસ્સો આવે છે #7280,Gujarati,sadness,high,9
27282,મને આજે ખુબ શાંતિ લાગે છે #7281,Gujarati,joy,medium,4
27283,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7282,Gujarati,anger,low,0
27284,મને ખુબ ગુસ્સો આવે છે #7283,Gujarati,neutral,low,2
27285,મને ખુબ ગુસ્સો આવે છે #7284,Gujarati,surprise,medium,5
27286,હું આજે ખુબ શાંત અનુભવું છું #7285,Gujarati,joy,low,3
27287,હું મારા કામથી નિરાશ છું #7286,Gujarati,neutral,high,10
27288,હું આવતીકાલ માટે ઉત્સાહિત છું #7287,Gujarati,neutral,medium,4
27289,મને મારા પરીક્ષાની ચિંતા છે #7288,Gujarati,stress,high,7
27290,મને ખુબ તણાવ લાગે છે #7289,Gujarati,stress,low,3
27291,મને મારા પરીક્ષાની ચિંતા છે #7290,Gujarati,neutral,medium,5
27292,હું આજે ખુબ એકલો અનુભવું છું #7291,Gujarati,sadness,medium,6
27293,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7292,Gujarati,fear,low,3
27294,હું આવતીકાલ માટે ઉત્સાહિત છું #7293,Gujarati,stress,high,10
27295,મને ખુબ દબાણ લાગે છે #7294,Gujarati,neutral,high,8
27296,મને મારા પરીક્ષાની ચિંતા છે #7295,Gujarati,anger,low,1
27297,મને ખુબ તણાવ લાગે છે #7296,Gujarati,joy,medium,6
27298,હું આજે ખુબ શાંત અનુભવું છું #7297,Gujarati,stress,medium,5
27299,મને મારા પરીક્ષાની ચિંતા છે #7298,Gujarati,fear,high,9
27300,મને ખુબ ગુસ્સો આવે છે #7299,Gujarati,surprise,low,0
27301,મને આજે ખુબ શાંતિ લાગે છે #7300,Gujarati,sadness,low,2
27302,હું મારા કામથી નિરાશ છું #7301,Gujarati,joy,high,10
27303,મને આજે ખુબ ખુશી થાય છે #7302,Gujarati,fear,high,8
27304,હું આજે ખુબ શાંત અનુભવું છું #7303,Gujarati,anger,medium,4
27305,મને ખુબ ગુસ્સો આવે છે #7304,Gujarati,fear,high,7
27306,હું મારા કામથી નિરાશ છું #7305,Gujarati,surprise,low,1
27307,હું આવતીકાલ માટે ઉત્સાહિત છું #7306,Gujarati,surprise,low,0
27308,મને આજે ખુબ શાંતિ લાગે છે #7307,Gujarati,joy,medium,4
27309,મને આજે ખુબ ખુશી થાય છે #7308,Gujarati,neutral,medium,6
27310,મને ખુબ ગુસ્સો આવે છે #7309,Gujarati,fear,low,1
27311,મને આજે ખુબ ખુશી થાય છે #7310,Gujarati,sadness,medium,5
27312,મને ખુબ તણાવ લાગે છે #7311,Gujarati,stress,low,3
27313,મને આજે ખુબ ખુશી થાય છે #7312,Gujarati,anger,high,8
27314,મને આજે ખુબ શાંતિ લાગે છે #7313,Gujarati,stress,medium,6
27315,હું મારા કામથી નિરાશ છું #7314,Gujarati,joy,high,10
27316,મને ખુબ દબાણ લાગે છે #7315,Gujarati,sadness,medium,6
27317,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7316,Gujarati,neutral,high,8
27318,હું આજે ખુબ શાંત અનુભવું છું #7317,Gujarati,joy,high,8
27319,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7318,Gujarati,surprise,high,8
27320,હું આજે ખુબ શાંત અનુભવું છું #7319,Gujarati,stress,high,8
27321,મને મારા ભવિષ્યની ચિંતા છે #7320,Gujarati,joy,low,0
27322,હું આજે ખુબ એકલો અનુભવું છું #7321,Gujarati,sadness,low,2
27323,મને ખુબ ગુસ્સો આવે છે #7322,Gujarati,neutral,high,9
27324,મને મારા પરીક્ષાની ચિંતા છે #7323,Gujarati,surprise,high,9
27325,મને મારા પરીક્ષાની ચિંતા છે #7324,Gujarati,sadness,low,0
27326,મને મારા ભવિષ્યની ચિંતા છે #7325,Gujarati,joy,low,1
27327,હું આજે ખુબ એકલો અનુભવું છું #7326,Gujarati,fear,low,1
27328,હું આજે ખુબ એકલો અનુભવું છું #7327,Gujarati,fear,low,1
27329,મને મારા પરીક્ષાની ચિંતા છે #7328,Gujarati,stress,high,10
27330,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7329,Gujarati,anger,medium,5
27331,મને ખુબ તણાવ લાગે છે #7330,Gujarati,sadness,high,7
27332,મને આજે ખુબ ખુશી થાય છે #7331,Gujarati,fear,low,0
27333,મને આજે ખુબ ખુશી થાય છે #7332,Gujarati,neutral,low,3
27334,મને ખુબ ગુસ્સો આવે છે #7333,Gujarati,sadness,low,1
27335,મને ખુબ ગુસ્સો આવે છે #7334,Gujarati,stress,low,1
27336,મને આજે ખુબ ખુશી થાય છે #7335,Gujarati,surprise,high,9
27337,મને ખુબ તણાવ લાગે છે #7336,Gujarati,anger,low,0
27338,હું આજે ખુબ એકલો અનુભવું છું #7337,Gujarati,joy,low,2
27339,હું આજે ખુબ શાંત અનુભવું છું #7338,Gujarati,surprise,medium,5
27340,મને આજે ખુબ શાંતિ લાગે છે #7339,Gujarati,surprise,high,7
27341,મને મારા પરીક્ષાની ચિંતા છે #7340,Gujarati,stress,medium,5
27342,મને ખુબ તણાવ લાગે છે #7341,Gujarati,neutral,low,2
27343,મને ખુબ દબાણ લાગે છે #7342,Gujarati,neutral,low,0
27344,મને આજે ખુબ ખુશી થાય છે #7343,Gujarati,fear,high,7
27345,હું આજે ખુબ શાંત અનુભવું છું #7344,Gujarati,neutral,high,8
27346,હું મારા કામથી નિરાશ છું #7345,Gujarati,fear,low,3
27347,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7346,Gujarati,anger,high,10
27348,મને આજે ખુબ ખુશી થાય છે #7347,Gujarati,fear,low,1
27349,હું આવતીકાલ માટે ઉત્સાહિત છું #7348,Gujarati,anger,low,3
27350,હું આજે ખુબ શાંત અનુભવું છું #7349,Gujarati,surprise,low,0
27351,મને મારા પરીક્ષાની ચિંતા છે #7350,Gujarati,sadness,low,3
27352,મને આજે ખુબ ખુશી થાય છે #7351,Gujarati,sadness,high,8
27353,મને આજે ખુબ ખુશી થાય છે #7352,Gujarati,stress,low,0
27354,હું આવતીકાલ માટે ઉત્સાહિત છું #7353,Gujarati,anger,high,7
27355,મને આજે ખુબ શાંતિ લાગે છે #7354,Gujarati,neutral,low,2
27356,હું મારા કામથી નિરાશ છું #7355,Gujarati,joy,high,8
27357,હું આવતીકાલ માટે ઉત્સાહિત છું #7356,Gujarati,stress,medium,5
27358,હું આવતીકાલ માટે ઉત્સાહિત છું #7357,Gujarati,anger,medium,6
27359,હું આજે ખુબ શાંત અનુભવું છું #7358,Gujarati,neutral,high,8
27360,હું મારા કામથી નિરાશ છું #7359,Gujarati,surprise,high,7
27361,મને ખુબ ગુસ્સો આવે છે #7360,Gujarati,anger,medium,4
27362,હું આજે ખુબ શાંત અનુભવું છું #7361,Gujarati,joy,high,7
27363,મને આજે ખુબ ખુશી થાય છે #7362,Gujarati,neutral,high,9
27364,મને ખુબ ગુસ્સો આવે છે #7363,Gujarati,stress,low,3
27365,હું આજે ખુબ એકલો અનુભવું છું #7364,Gujarati,anger,high,9
27366,હું આજે ખુબ એકલો અનુભવું છું #7365,Gujarati,anger,medium,6
27367,હું આજે ખુબ શાંત અનુભવું છું #7366,Gujarati,surprise,medium,5
27368,મને મારા ભવિષ્યની ચિંતા છે #7367,Gujarati,neutral,high,10
27369,હું આવતીકાલ માટે ઉત્સાહિત છું #7368,Gujarati,surprise,low,1
27370,હું આવતીકાલ માટે ઉત્સાહિત છું #7369,Gujarati,anger,high,9
27371,હું આજે ખુબ શાંત અનુભવું છું #7370,Gujarati,stress,low,1
27372,મને આજે ખુબ ખુશી થાય છે #7371,Gujarati,stress,low,0
27373,મને મારા પરીક્ષાની ચિંતા છે #7372,Gujarati,fear,low,2
27374,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7373,Gujarati,stress,high,9
27375,મને ખુબ તણાવ લાગે છે #7374,Gujarati,anger,high,8
27376,હું આજે ખુબ શાંત અનુભવું છું #7375,Gujarati,joy,medium,5
27377,હું આવતીકાલ માટે ઉત્સાહિત છું #7376,Gujarati,fear,low,2
27378,મને ખુબ તણાવ લાગે છે #7377,Gujarati,anger,low,0
27379,મને ખુબ તણાવ લાગે છે #7378,Gujarati,fear,high,10
27380,હું આવતીકાલ માટે ઉત્સાહિત છું #7379,Gujarati,stress,medium,4
27381,મને મારા ભવિષ્યની ચિંતા છે #7380,Gujarati,sadness,high,8
27382,હું આજે ખુબ શાંત અનુભવું છું #7381,Gujarati,neutral,low,0
27383,મને મારા પરીક્ષાની ચિંતા છે #7382,Gujarati,fear,high,9
27384,હું આજે ખુબ એકલો અનુભવું છું #7383,Gujarati,joy,high,10
27385,મને ખુબ ગુસ્સો આવે છે #7384,Gujarati,fear,low,3
27386,મને ખુબ તણાવ લાગે છે #7385,Gujarati,fear,medium,4
27387,મને ખુબ દબાણ લાગે છે #7386,Gujarati,fear,high,8
27388,મને આજે ખુબ શાંતિ લાગે છે #7387,Gujarati,neutral,medium,6
27389,મને ખુબ દબાણ લાગે છે #7388,Gujarati,neutral,low,0
27390,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7389,Gujarati,neutral,medium,5
27391,મને મારા પરીક્ષાની ચિંતા છે #7390,Gujarati,stress,high,7
27392,મને આજે ખુબ ખુશી થાય છે #7391,Gujarati,anger,high,7
27393,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7392,Gujarati,stress,medium,4
27394,હું આજે ખુબ એકલો અનુભવું છું #7393,Gujarati,anger,high,9
27395,મને ખુબ તણાવ લાગે છે #7394,Gujarati,neutral,low,2
27396,હું આજે ખુબ એકલો અનુભવું છું #7395,Gujarati,surprise,high,8
27397,હું આવતીકાલ માટે ઉત્સાહિત છું #7396,Gujarati,neutral,high,8
27398,મને ખુબ દબાણ લાગે છે #7397,Gujarati,sadness,medium,4
27399,મને ખુબ દબાણ લાગે છે #7398,Gujarati,neutral,low,2
27400,મને ખુબ ગુસ્સો આવે છે #7399,Gujarati,joy,low,3
27401,મને આજે ખુબ શાંતિ લાગે છે #7400,Gujarati,sadness,high,10
27402,હું આવતીકાલ માટે ઉત્સાહિત છું #7401,Gujarati,joy,low,3
27403,મને આજે ખુબ ખુશી થાય છે #7402,Gujarati,joy,high,7
27404,મને આજે ખુબ શાંતિ લાગે છે #7403,Gujarati,surprise,high,9
27405,મને આજે ખુબ શાંતિ લાગે છે #7404,Gujarati,sadness,medium,6
27406,મને ખુબ તણાવ લાગે છે #7405,Gujarati,surprise,high,7
27407,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7406,Gujarati,fear,high,7
27408,હું મારા કામથી નિરાશ છું #7407,Gujarati,joy,medium,4
27409,મને મારા પરીક્ષાની ચિંતા છે #7408,Gujarati,anger,high,10
27410,મને મારા પરીક્ષાની ચિંતા છે #7409,Gujarati,joy,low,0
27411,હું આજે ખુબ એકલો અનુભવું છું #7410,Gujarati,neutral,medium,5
27412,મને મારા ભવિષ્યની ચિંતા છે #7411,Gujarati,surprise,high,9
27413,હું મારા કામથી નિરાશ છું #7412,Gujarati,surprise,low,0
27414,મને આજે ખુબ ખુશી થાય છે #7413,Gujarati,stress,low,0
27415,હું આજે ખુબ એકલો અનુભવું છું #7414,Gujarati,fear,high,8
27416,મને આજે ખુબ શાંતિ લાગે છે #7415,Gujarati,joy,low,2
27417,હું આજે ખુબ શાંત અનુભવું છું #7416,Gujarati,anger,medium,6
27418,હું મારા કામથી નિરાશ છું #7417,Gujarati,surprise,medium,4
27419,હું આજે ખુબ શાંત અનુભવું છું #7418,Gujarati,anger,high,10
27420,હું મારા કામથી નિરાશ છું #7419,Gujarati,fear,medium,4
27421,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7420,Gujarati,fear,high,9
27422,હું આજે ખુબ એકલો અનુભવું છું #7421,Gujarati,sadness,low,2
27423,હું મારા કામથી નિરાશ છું #7422,Gujarati,sadness,medium,5
27424,મને ખુબ તણાવ લાગે છે #7423,Gujarati,joy,low,0
27425,હું આવતીકાલ માટે ઉત્સાહિત છું #7424,Gujarati,sadness,medium,4
27426,મને ખુબ તણાવ લાગે છે #7425,Gujarati,fear,high,7
27427,મને મારા ભવિષ્યની ચિંતા છે #7426,Gujarati,fear,high,7
27428,હું આવતીકાલ માટે ઉત્સાહિત છું #7427,Gujarati,fear,medium,6
27429,મને આજે ખુબ શાંતિ લાગે છે #7428,Gujarati,stress,high,9
27430,મને મારા પરીક્ષાની ચિંતા છે #7429,Gujarati,fear,high,9
27431,હું મારા કામથી નિરાશ છું #7430,Gujarati,fear,low,2
27432,હું આજે ખુબ એકલો અનુભવું છું #7431,Gujarati,fear,low,1
27433,હું આજે ખુબ શાંત અનુભવું છું #7432,Gujarati,joy,high,7
27434,મને આજે ખુબ ખુશી થાય છે #7433,Gujarati,fear,low,0
27435,મને ખુબ તણાવ લાગે છે #7434,Gujarati,anger,low,3
27436,હું આજે ખુબ શાંત અનુભવું છું #7435,Gujarati,anger,medium,4
27437,મને આજે ખુબ ખુશી થાય છે #7436,Gujarati,surprise,low,0
27438,મને મારા પરીક્ષાની ચિંતા છે #7437,Gujarati,surprise,medium,6
27439,મને મારા ભવિષ્યની ચિંતા છે #7438,Gujarati,fear,low,0
27440,મને ખુબ ગુસ્સો આવે છે #7439,Gujarati,surprise,medium,6
27441,મને ખુબ ગુસ્સો આવે છે #7440,Gujarati,fear,high,7
27442,મને મારા પરીક્ષાની ચિંતા છે #7441,Gujarati,stress,low,2
27443,મને આજે ખુબ શાંતિ લાગે છે #7442,Gujarati,fear,low,3
27444,હું આજે ખુબ એકલો અનુભવું છું #7443,Gujarati,sadness,low,2
27445,મને આજે ખુબ શાંતિ લાગે છે #7444,Gujarati,joy,medium,4
27446,મને ખુબ તણાવ લાગે છે #7445,Gujarati,neutral,high,7
27447,મને ખુબ તણાવ લાગે છે #7446,Gujarati,surprise,high,9
27448,મને ખુબ દબાણ લાગે છે #7447,Gujarati,neutral,high,8
27449,હું આવતીકાલ માટે ઉત્સાહિત છું #7448,Gujarati,stress,low,2
27450,મને આજે ખુબ ખુશી થાય છે #7449,Gujarati,stress,low,3
27451,મને મારા પરીક્ષાની ચિંતા છે #7450,Gujarati,anger,medium,6
27452,મને મારા પરીક્ષાની ચિંતા છે #7451,Gujarati,anger,high,9
27453,મને ખુબ તણાવ લાગે છે #7452,Gujarati,fear,low,2
27454,મને ખુબ ગુસ્સો આવે છે #7453,Gujarati,neutral,high,10
27455,મને આજે ખુબ શાંતિ લાગે છે #7454,Gujarati,anger,low,3
27456,હું મારા કામથી નિરાશ છું #7455,Gujarati,neutral,medium,4
27457,હું આજે ખુબ શાંત અનુભવું છું #7456,Gujarati,fear,low,1
27458,મને મારા પરીક્ષાની ચિંતા છે #7457,Gujarati,neutral,low,2
27459,મને ખુબ ગુસ્સો આવે છે #7458,Gujarati,sadness,low,2
27460,મને આજે ખુબ શાંતિ લાગે છે #7459,Gujarati,surprise,medium,4
27461,હું મારા કામથી નિરાશ છું #7460,Gujarati,sadness,low,3
27462,મને મારા પરીક્ષાની ચિંતા છે #7461,Gujarati,fear,high,10
27463,મને મારા પરીક્ષાની ચિંતા છે #7462,Gujarati,sadness,low,2
27464,હું આવતીકાલ માટે ઉત્સાહિત છું #7463,Gujarati,anger,high,10
27465,મને ખુબ દબાણ લાગે છે #7464,Gujarati,anger,medium,6
27466,હું આવતીકાલ માટે ઉત્સાહિત છું #7465,Gujarati,sadness,high,9
27467,હું આવતીકાલ માટે ઉત્સાહિત છું #7466,Gujarati,surprise,low,3
27468,મને આજે ખુબ ખુશી થાય છે #7467,Gujarati,stress,high,7
27469,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7468,Gujarati,anger,high,9
27470,મને ખુબ દબાણ લાગે છે #7469,Gujarati,neutral,low,0
27471,મને મારા ભવિષ્યની ચિંતા છે #7470,Gujarati,fear,high,7
27472,મને આજે ખુબ શાંતિ લાગે છે #7471,Gujarati,sadness,high,9
27473,મને ખુબ તણાવ લાગે છે #7472,Gujarati,joy,low,1
27474,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7473,Gujarati,neutral,low,3
27475,હું આજે ખુબ શાંત અનુભવું છું #7474,Gujarati,stress,medium,6
27476,મને આજે ખુબ ખુશી થાય છે #7475,Gujarati,neutral,high,7
27477,મને ખુબ તણાવ લાગે છે #7476,Gujarati,stress,high,9
27478,મને ખુબ ગુસ્સો આવે છે #7477,Gujarati,surprise,high,7
27479,હું મારા કામથી નિરાશ છું #7478,Gujarati,anger,medium,6
27480,મને આજે ખુબ ખુશી થાય છે #7479,Gujarati,surprise,high,8
27481,મને ખુબ તણાવ લાગે છે #7480,Gujarati,fear,low,0
27482,મને મારા ભવિષ્યની ચિંતા છે #7481,Gujarati,sadness,high,10
27483,મને મારા પરીક્ષાની ચિંતા છે #7482,Gujarati,neutral,low,0
27484,મને મારા ભવિષ્યની ચિંતા છે #7483,Gujarati,neutral,low,0
27485,હું આવતીકાલ માટે ઉત્સાહિત છું #7484,Gujarati,sadness,high,8
27486,હું આજે ખુબ શાંત અનુભવું છું #7485,Gujarati,fear,medium,6
27487,હું મારા કામથી નિરાશ છું #7486,Gujarati,stress,low,3
27488,મને આજે ખુબ શાંતિ લાગે છે #7487,Gujarati,neutral,medium,4
27489,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7488,Gujarati,stress,low,0
27490,મને મારા ભવિષ્યની ચિંતા છે #7489,Gujarati,fear,low,0
27491,મને મારા ભવિષ્યની ચિંતા છે #7490,Gujarati,neutral,low,0
27492,મને ખુબ તણાવ લાગે છે #7491,Gujarati,fear,high,9
27493,મને આજે ખુબ શાંતિ લાગે છે #7492,Gujarati,stress,high,10
27494,મને મારા પરીક્ષાની ચિંતા છે #7493,Gujarati,surprise,low,1
27495,મને ખુબ દબાણ લાગે છે #7494,Gujarati,joy,high,7
27496,મને આજે ખુબ શાંતિ લાગે છે #7495,Gujarati,anger,low,3
27497,મને ખુબ તણાવ લાગે છે #7496,Gujarati,neutral,low,1
27498,હું મારા કામથી નિરાશ છું #7497,Gujarati,joy,low,3
27499,મને આજે ખુબ શાંતિ લાગે છે #7498,Gujarati,surprise,medium,5
27500,મને આજે ખુબ શાંતિ લાગે છે #7499,Gujarati,neutral,medium,6
27501,હું આજે ખુબ શાંત અનુભવું છું #7500,Gujarati,sadness,high,9
27502,મને આજે ખુબ ખુશી થાય છે #7501,Gujarati,stress,high,9
27503,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7502,Gujarati,fear,high,8
27504,મને ખુબ ગુસ્સો આવે છે #7503,Gujarati,fear,low,1
27505,મને મારા પરીક્ષાની ચિંતા છે #7504,Gujarati,fear,medium,6
27506,હું આજે ખુબ શાંત અનુભવું છું #7505,Gujarati,fear,low,3
27507,હું આવતીકાલ માટે ઉત્સાહિત છું #7506,Gujarati,neutral,medium,6
27508,હું મારા કામથી નિરાશ છું #7507,Gujarati,surprise,high,8
27509,મને આજે ખુબ ખુશી થાય છે #7508,Gujarati,surprise,low,3
27510,હું આજે ખુબ શાંત અનુભવું છું #7509,Gujarati,joy,high,10
27511,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7510,Gujarati,surprise,low,1
27512,મને ખુબ તણાવ લાગે છે #7511,Gujarati,surprise,high,9
27513,મને ખુબ ગુસ્સો આવે છે #7512,Gujarati,anger,medium,4
27514,મને આજે ખુબ શાંતિ લાગે છે #7513,Gujarati,anger,medium,5
27515,હું આવતીકાલ માટે ઉત્સાહિત છું #7514,Gujarati,surprise,low,3
27516,હું આવતીકાલ માટે ઉત્સાહિત છું #7515,Gujarati,joy,low,0
27517,હું આજે ખુબ એકલો અનુભવું છું #7516,Gujarati,surprise,high,8
27518,મને આજે ખુબ ખુશી થાય છે #7517,Gujarati,fear,medium,4
27519,હું આજે ખુબ શાંત અનુભવું છું #7518,Gujarati,sadness,low,2
27520,મને ખુબ ગુસ્સો આવે છે #7519,Gujarati,sadness,medium,6
27521,મને ખુબ ગુસ્સો આવે છે #7520,Gujarati,fear,low,0
27522,મને ખુબ દબાણ લાગે છે #7521,Gujarati,stress,high,7
27523,મને ખુબ તણાવ લાગે છે #7522,Gujarati,neutral,medium,5
27524,હું મારા કામથી નિરાશ છું #7523,Gujarati,anger,high,9
27525,મને આજે ખુબ ખુશી થાય છે #7524,Gujarati,fear,low,1
27526,મને આજે ખુબ ખુશી થાય છે #7525,Gujarati,surprise,medium,4
27527,મને ખુબ ગુસ્સો આવે છે #7526,Gujarati,joy,medium,5
27528,હું આજે ખુબ શાંત અનુભવું છું #7527,Gujarati,fear,medium,6
27529,હું આજે ખુબ એકલો અનુભવું છું #7528,Gujarati,fear,medium,6
27530,મને મારા ભવિષ્યની ચિંતા છે #7529,Gujarati,fear,high,10
27531,હું આવતીકાલ માટે ઉત્સાહિત છું #7530,Gujarati,surprise,low,3
27532,મને ખુબ તણાવ લાગે છે #7531,Gujarati,surprise,low,0
27533,મને મારા ભવિષ્યની ચિંતા છે #7532,Gujarati,sadness,low,2
27534,મને ખુબ ગુસ્સો આવે છે #7533,Gujarati,fear,low,3
27535,હું આવતીકાલ માટે ઉત્સાહિત છું #7534,Gujarati,sadness,low,0
27536,હું આજે ખુબ એકલો અનુભવું છું #7535,Gujarati,neutral,medium,6
27537,મને આજે ખુબ શાંતિ લાગે છે #7536,Gujarati,anger,low,1
27538,હું મારા કામથી નિરાશ છું #7537,Gujarati,joy,medium,6
27539,મને મારા પરીક્ષાની ચિંતા છે #7538,Gujarati,neutral,high,10
27540,મને ખુબ ગુસ્સો આવે છે #7539,Gujarati,surprise,medium,4
27541,મને આજે ખુબ શાંતિ લાગે છે #7540,Gujarati,anger,low,3
27542,હું આજે ખુબ શાંત અનુભવું છું #7541,Gujarati,anger,high,7
27543,મને ખુબ ગુસ્સો આવે છે #7542,Gujarati,sadness,low,1
27544,હું આવતીકાલ માટે ઉત્સાહિત છું #7543,Gujarati,surprise,medium,6
27545,હું આજે ખુબ એકલો અનુભવું છું #7544,Gujarati,stress,high,7
27546,મને ખુબ દબાણ લાગે છે #7545,Gujarati,anger,medium,6
27547,મને આજે ખુબ શાંતિ લાગે છે #7546,Gujarati,surprise,high,7
27548,હું આજે ખુબ એકલો અનુભવું છું #7547,Gujarati,sadness,low,2
27549,મને આજે ખુબ ખુશી થાય છે #7548,Gujarati,neutral,low,2
27550,હું મારા કામથી નિરાશ છું #7549,Gujarati,fear,low,1
27551,હું આવતીકાલ માટે ઉત્સાહિત છું #7550,Gujarati,joy,low,0
27552,હું આજે ખુબ એકલો અનુભવું છું #7551,Gujarati,sadness,high,8
27553,હું આજે ખુબ એકલો અનુભવું છું #7552,Gujarati,surprise,low,1
27554,મને મારા પરીક્ષાની ચિંતા છે #7553,Gujarati,joy,high,7
27555,હું આજે ખુબ એકલો અનુભવું છું #7554,Gujarati,joy,low,3
27556,હું આજે ખુબ એકલો અનુભવું છું #7555,Gujarati,sadness,low,2
27557,મને આજે ખુબ ખુશી થાય છે #7556,Gujarati,anger,high,9
27558,મને ખુબ દબાણ લાગે છે #7557,Gujarati,anger,high,9
27559,મને આજે ખુબ શાંતિ લાગે છે #7558,Gujarati,joy,high,8
27560,મને ખુબ દબાણ લાગે છે #7559,Gujarati,joy,medium,5
27561,હું આજે ખુબ એકલો અનુભવું છું #7560,Gujarati,stress,medium,4
27562,હું આવતીકાલ માટે ઉત્સાહિત છું #7561,Gujarati,stress,medium,5
27563,મને ખુબ દબાણ લાગે છે #7562,Gujarati,surprise,low,0
27564,મને મારા ભવિષ્યની ચિંતા છે #7563,Gujarati,joy,high,9
27565,મને ખુબ દબાણ લાગે છે #7564,Gujarati,anger,low,2
27566,મને આજે ખુબ ખુશી થાય છે #7565,Gujarati,anger,high,8
27567,મને ખુબ તણાવ લાગે છે #7566,Gujarati,fear,medium,6
27568,હું આવતીકાલ માટે ઉત્સાહિત છું #7567,Gujarati,fear,low,3
27569,મને આજે ખુબ શાંતિ લાગે છે #7568,Gujarati,stress,medium,5
27570,મને આજે ખુબ શાંતિ લાગે છે #7569,Gujarati,stress,medium,5
27571,હું આવતીકાલ માટે ઉત્સાહિત છું #7570,Gujarati,stress,high,7
27572,મને આજે ખુબ શાંતિ લાગે છે #7571,Gujarati,neutral,medium,4
27573,હું મારા કામથી નિરાશ છું #7572,Gujarati,sadness,high,7
27574,મને ખુબ ગુસ્સો આવે છે #7573,Gujarati,fear,high,9
27575,મને મારા ભવિષ્યની ચિંતા છે #7574,Gujarati,stress,high,8
27576,મને મારા ભવિષ્યની ચિંતા છે #7575,Gujarati,anger,low,3
27577,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7576,Gujarati,stress,high,8
27578,મને ખુબ દબાણ લાગે છે #7577,Gujarati,fear,low,1
27579,હું આજે ખુબ શાંત અનુભવું છું #7578,Gujarati,surprise,high,8
